Date,Time,Appliance,Power_Watts,Duration_Hours,Energy_kWh,Cost
2025-04-29,20:00,Air Conditioner,1500,1.87,2.805,0.393
2025-04-29,20:00,Electric Fan,75,2.56,0.192,0.027
2025-04-29,06:00,Water Heater,2000,0.71,1.42,0.199
2025-04-29,00:00,Refrigerator,150,24.0,3.6,0.504
2025-04-29,20:00,Television,120,3.52,0.422,0.059
2025-04-29,07:00,Lights,60,4.26,0.256,0.036
2025-04-29,16:00,Washing Machine,500,0.89,0.445,0.062
2025-04-29,08:00,Water Pump,750,0.56,0.42,0.059
2025-04-29,19:00,Microwave,1100,0.19,0.209,0.029
2025-04-29,20:00,Electric Oven,2200,0.34,0.748,0.105
2025-04-29,14:00,Computer,200,2.77,0.554,0.078
2025-04-29,09:00,Laptop,65,4.37,0.284,0.04
2025-04-29,19:00,Kitchen Appliances,800,1.13,0.904,0.127
2025-04-29,00:00,Other Appliances,100,1.8,0.18,0.025
2025-04-30,15:00,Air Conditioner,1500,2.01,3.015,0.422
2025-04-30,21:00,Electric Fan,75,2.24,0.168,0.024
2025-04-30,06:00,Water Heater,2000,0.81,1.62,0.227
2025-04-30,12:00,Refrigerator,150,24.0,3.6,0.504
2025-04-30,20:00,Television,120,3.34,0.401,0.056
2025-04-30,06:00,Lights,60,4.87,0.292,0.041
2025-04-30,10:00,Washing Machine,500,0.84,0.42,0.059
2025-04-30,08:00,Water Pump,750,0.52,0.39,0.055
2025-04-30,13:00,Microwave,1100,0.25,0.275,0.039
2025-04-30,08:00,Microwave,1100,0.26,0.286,0.04
2025-04-30,19:00,Electric Oven,2200,0.32,0.704,0.099
2025-04-30,20:00,Computer,200,3.42,0.684,0.096
2025-04-30,09:00,Laptop,65,4.09,0.266,0.037
2025-04-30,11:00,Iron,1100,0.3,0.33,0.046
2025-04-30,07:00,Kitchen Appliances,800,1.04,0.832,0.116
2025-04-30,13:00,Kitchen Appliances,800,1.03,0.824,0.115
2025-04-30,20:00,Kitchen Appliances,800,0.75,0.6,0.084
2025-04-30,06:00,Other Appliances,100,1.96,0.196,0.027
